,012863,013942,165520,002611,013048,005551,018495,257060,020422,012061,010391,017963,011937,161022,006719,400032,007817,013466,519180,002179,001614,018048,012728,007605,007153,010033,020114,008086,006195,519196,004206,006486,017387,006105,006680,007721,007844,008708,021842,040047,096001,100055,162415,501225,025833,004752,018861,017512,010341,002170,008811,005063,022328,501311,005693,001270,010052,0000汇总
012863,1.0000,0.0000,0.0000,0.0000,0.1321,0.0000,0.0000,0.0000,0.0000,0.0000,0.0345,0.0000,0.0000,0.0000,0.0250,0.0000,0.0000,0.0345,0.0000,0.0714,0.0000,0.0323,0.0000,0.0000,0.0000,0.0571,0.0000,0.0000,0.0000,0.0000,0.0169,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0169,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0200,0.0000,0.0169
013942,0.0000,1.0000,0.2048,0.0000,0.1111,0.0000,0.0204,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0309,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0309,0.0217,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0101,0.0213,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
165520,0.0000,0.2048,1.0000,0.0000,0.0753,0.0000,0.0870,0.0000,0.0000,0.0000,0.0000,0.0000,0.0753,0.0000,0.0000,0.0411,0.0000,0.0000,0.0101,0.0204,0.0141,0.0000,0.0000,0.0000,0.0000,0.0132,0.0000,0.0000,0.0309,0.0682,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0101,0.1294,0.0000,0.0000,0.0000,0.0000,0.0536,0.0111,0.0638,0.0000
002611,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
013048,0.1321,0.1111,0.0753,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0101,0.0000,0.0000,0.0000,0.0125,0.0000,0.0000,0.0417,0.0000,0.0989,0.0000,0.0141,0.0000,0.0000,0.0000,0.0132,0.0000,0.0000,0.0204,0.0000,0.0101,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0101,0.0000,0.0000,0.0000,0.0000,0.0000,0.0101,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0111,0.0000,0.0204
005551,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0120,0.0000,0.0000,0.0000,0.0633,0.0000,0.0370,0.0000,0.1017,0.0000,0.0000,0.0244,0.0244,0.0000,0.0000,0.0566,0.0000,0.0000,0.0000,0.0167,0.0000,0.0120,0.0000,0.0263,0.0120,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0244,0.0256,0.0152,0.0000,0.0000,0.0000,0.0000,0.0135,0.0370,0.0120
018495,0.0000,0.0204,0.0870,0.0000,0.0000,0.0120,1.0000,0.0000,0.0000,0.0309,0.1628,0.0000,0.1236,0.0000,0.0800,0.0411,0.0000,0.0417,0.0204,0.0101,0.0141,0.0141,0.0000,0.0000,0.0000,0.1493,0.0000,0.0870,0.0000,0.1325,0.0417,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0116,0.0000,0.0000,0.0204,0.0000,0.0000,0.0000,0.0000,0.0309,0.0000,0.0101,0.2308,0.0641,0.0000,0.0000,0.0753,0.0000,0.0111,0.0989,0.0526
257060,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
020422,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
