,012863,013942,165520,002611,013048,005551,018495,257060,020422,012061,010391,017963,011937,161022,006719,400032,007817,013466,519180,002179,001614,018048,012728,007605,007153,010033,020114,008086,006195,519196,004206,006486,017387,006105,006680,007721,007844,008708,021842,040047,096001,100055,162415,501225,025833,004752,018861,017512,010341,002170,008811,005063,022328,501311,005693,001270,010052,0000汇总
012863,1.0000,0.0350,0.0145,0.0000,0.3809,0.0000,0.0496,0.0000,0.0000,0.0066,0.0788,0.0000,0.0000,0.0000,0.0220,0.0000,0.0000,0.0405,0.0354,0.2085,0.0000,0.0405,0.0000,0.0549,0.0000,0.1534,0.0000,0.0000,0.0500,0.0916,0.0387,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0117,0.0000,0.0000,0.0000,0.0000,0.0000,0.1595,0.0020,0.0000,0.0237,0.0000,0.0000,0.0030,0.0000,0.1067,0.0000,0.0276
013942,0.0350,1.0000,0.3312,0.0000,0.1655,0.0002,0.0140,0.0000,0.0000,0.0000,0.0009,0.0000,0.0029,0.0000,0.0002,0.0000,0.0000,0.0020,0.0313,0.0803,0.0001,0.0001,0.0000,0.0080,0.0000,0.0002,0.0000,0.0001,0.0810,0.0184,0.0032,0.0212,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0042,0.0523,0.0130,0.0091,0.0000,0.0000,0.0000,0.0000,0.0097,0.0055,0.0004
165520,0.0145,0.3312,1.0000,0.0000,0.0948,0.0000,0.0522,0.0000,0.0000,0.0000,0.0000,0.0000,0.0452,0.0000,0.0000,0.0247,0.0000,0.0018,0.0710,0.0647,0.0085,0.0000,0.0000,0.0079,0.0000,0.0079,0.0000,0.0000,0.0975,0.0450,0.0023,0.1714,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0386,0.0776,0.0726,0.0000,0.0000,0.0000,0.0321,0.0195,0.0806,0.0000
002611,0.0000,0.0000,0.0000,0.6000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
013048,0.3809,0.1655,0.0948,0.0000,1.0000,0.0259,0.0591,0.0000,0.0000,0.0032,0.0889,0.0000,0.0069,0.0000,0.0172,0.0000,0.0000,0.0538,0.0329,0.1965,0.0000,0.0302,0.0000,0.0291,0.0000,0.1754,0.0000,0.0411,0.0750,0.0001,0.0657,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0001,0.0075,0.0000,0.0000,0.0000,0.0000,0.0000,0.1512,0.0169,0.0401,0.0123,0.0000,0.0000,0.0030,0.0000,0.0594,0.0443,0.1076
005551,0.0000,0.0002,0.0000,0.0000,0.0259,1.0000,0.1561,0.0000,0.0000,0.0010,0.2120,0.0000,0.1398,0.0000,0.3107,0.1032,0.0825,0.1847,0.1101,0.0880,0.0873,0.3510,0.0000,0.0000,0.0000,0.1477,0.0000,0.1832,0.1250,0.2550,0.1347,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0018,0.1783,0.1021,0.2005,0.0815,0.0000,0.0000,0.0016,0.0000,0.1640,0.3055,0.2060
018495,0.0496,0.0140,0.0522,0.0000,0.0591,0.1561,1.0000,0.0000,0.0000,0.2981,0.4381,0.0320,0.2761,0.0000,0.2067,0.0247,0.1581,0.1426,0.0642,0.1135,0.0085,0.0442,0.0000,0.0047,0.0000,0.4230,0.0000,0.2810,0.0727,0.2431,0.2240,0.0000,0.0000,0.2823,0.2823,0.0000,0.2823,0.2823,0.2893,0.0000,0.2823,0.2947,0.2823,0.0000,0.0000,0.0000,0.2997,0.0857,0.2974,0.3638,0.3029,0.0000,0.0000,0.3277,0.0000,0.1164,0.2504,0.2213
257060,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.6000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
020422,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.6000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
